DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY
13/08/2021	34302048	Qu HQ	2021-07-23	Commun Biol	www.ncbi.nlm.nih.gov/pubmed/34302048	Genetic architecture of type 1 diabetes with low genetic risk score informed by 41 unreported loci.	Type 1 diabetes with low genetic risk score	"957 European ancestry cases, 12,323 European ancestry controls"	NA				NR							chr6:32469977-A	chr6:32469977	0			1	NR	4.00E-108	107.39794		3.448	[3.09-3.849]	Illumina [104689647] (imputed)	N	type 1 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005147	GCST90000181	Genome-wide genotyping array
13/08/2021	34302048	Qu HQ	2021-07-23	Commun Biol	www.ncbi.nlm.nih.gov/pubmed/34302048	Genetic architecture of type 1 diabetes with low genetic risk score informed by 41 unreported loci.	Type 1 diabetes with low genetic risk score	"957 European ancestry cases, 12,323 European ancestry controls"	NA				NR							chr19:47871241-T	chr19:47871241	0			1	NR	2.00E-08	7.698970004		3.448	[2.241-5.304]	Illumina [104689647] (imputed)	N	type 1 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005147	GCST90000181	Genome-wide genotyping array
13/08/2021	34302048	Qu HQ	2021-07-23	Commun Biol	www.ncbi.nlm.nih.gov/pubmed/34302048	Genetic architecture of type 1 diabetes with low genetic risk score informed by 41 unreported loci.	Type 1 diabetes with low genetic risk score	"957 European ancestry cases, 12,323 European ancestry controls"	NA				NR							chr11:78403273-T	chr11:78403273	0			1	NR	5.00E-09	8.301029996		3.45	[2.279-5.222]	Illumina [104689647] (imputed)	N	type 1 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005147	GCST90000181	Genome-wide genotyping array
13/08/2021	34302048	Qu HQ	2021-07-23	Commun Biol	www.ncbi.nlm.nih.gov/pubmed/34302048	Genetic architecture of type 1 diabetes with low genetic risk score informed by 41 unreported loci.	Type 1 diabetes with low genetic risk score	"957 European ancestry cases, 12,323 European ancestry controls"	NA				NR							chr21:44998426-T	chr21:44998426	0			1	NR	8.00E-09	8.096910013		3.472	[2.274-5.301]	Illumina [104689647] (imputed)	N	type 1 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005147	GCST90000181	Genome-wide genotyping array
13/08/2021	34302048	Qu HQ	2021-07-23	Commun Biol	www.ncbi.nlm.nih.gov/pubmed/34302048	Genetic architecture of type 1 diabetes with low genetic risk score informed by 41 unreported loci.	Type 1 diabetes with low genetic risk score	"957 European ancestry cases, 12,323 European ancestry controls"	NA				NR							chr6:32698749-T	chr6:32698749	0			1	NR	7.00E-110	109.154902		3.482	[3.12-3.886]	Illumina [104689647] (imputed)	N	type 1 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005147	GCST90000181	Genome-wide genotyping array
13/08/2021	34302048	Qu HQ	2021-07-23	Commun Biol	www.ncbi.nlm.nih.gov/pubmed/34302048	Genetic architecture of type 1 diabetes with low genetic risk score informed by 41 unreported loci.	Type 1 diabetes with low genetic risk score	"957 European ancestry cases, 12,323 European ancestry controls"	NA				NR							chr2:25865493-C	chr2:25865493	0			1	NR	5.00E-09	8.301029996		3.521	[2.308-5.372]	Illumina [104689647] (imputed)	N	type 1 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005147	GCST90000181	Genome-wide genotyping array
13/08/2021	34302048	Qu HQ	2021-07-23	Commun Biol	www.ncbi.nlm.nih.gov/pubmed/34302048	Genetic architecture of type 1 diabetes with low genetic risk score informed by 41 unreported loci.	Type 1 diabetes with low genetic risk score	"957 European ancestry cases, 12,323 European ancestry controls"	NA				NR							chr18:58389479-T	chr18:58389479	0			1	NR	5.00E-10	9.301029996		3.772	[2.485-5.727]	Illumina [104689647] (imputed)	N	type 1 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005147	GCST90000181	Genome-wide genotyping array
13/08/2021	34302048	Qu HQ	2021-07-23	Commun Biol	www.ncbi.nlm.nih.gov/pubmed/34302048	Genetic architecture of type 1 diabetes with low genetic risk score informed by 41 unreported loci.	Type 1 diabetes with low genetic risk score	"957 European ancestry cases, 12,323 European ancestry controls"	NA				NR							chr4:24259293-G	chr4:24259293	0			1	NR	4.00E-08	7.397940009		3.831	[2.375-6.182]	Illumina [104689647] (imputed)	N	type 1 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005147	GCST90000181	Genome-wide genotyping array
13/08/2021	34302048	Qu HQ	2021-07-23	Commun Biol	www.ncbi.nlm.nih.gov/pubmed/34302048	Genetic architecture of type 1 diabetes with low genetic risk score informed by 41 unreported loci.	Type 1 diabetes with low genetic risk score	"957 European ancestry cases, 12,323 European ancestry controls"	NA				NR							chr1:63633409-G	chr1:63633409	0			1	NR	2.00E-08	7.698970004		3.839	[2.4-6.141]	Illumina [104689647] (imputed)	N	type 1 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005147	GCST90000181	Genome-wide genotyping array
13/08/2021	34302048	Qu HQ	2021-07-23	Commun Biol	www.ncbi.nlm.nih.gov/pubmed/34302048	Genetic architecture of type 1 diabetes with low genetic risk score informed by 41 unreported loci.	Type 1 diabetes with low genetic risk score	"957 European ancestry cases, 12,323 European ancestry controls"	NA				NR							chr15:74624584-T	chr15:74624584	0			1	NR	3.00E-09	8.522878745		3.956	[2.515-6.221]	Illumina [104689647] (imputed)	N	type 1 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005147	GCST90000181	Genome-wide genotyping array
13/08/2021	34302048	Qu HQ	2021-07-23	Commun Biol	www.ncbi.nlm.nih.gov/pubmed/34302048	Genetic architecture of type 1 diabetes with low genetic risk score informed by 41 unreported loci.	Type 1 diabetes with low genetic risk score	"957 European ancestry cases, 12,323 European ancestry controls"	NA				NR							chr11:33955292-G	chr11:33955292	0			1	NR	2.00E-09	8.698970004		4.077	[2.572-6.463]	Illumina [104689647] (imputed)	N	type 1 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005147	GCST90000181	Genome-wide genotyping array
13/08/2021	34302048	Qu HQ	2021-07-23	Commun Biol	www.ncbi.nlm.nih.gov/pubmed/34302048	Genetic architecture of type 1 diabetes with low genetic risk score informed by 41 unreported loci.	Type 1 diabetes	"6,599 European ancestry cases, 12,323 European ancestry controls"	NA				NR							chr12:65543332-G	chr12:65543332	0			1	NR	1.00E-09	9		1.199	[1.131-1.272]	Illumina [104689647] (imputed)	N	type 1 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005147	GCST012179	Genome-wide genotyping array
13/08/2021	34302048	Qu HQ	2021-07-23	Commun Biol	www.ncbi.nlm.nih.gov/pubmed/34302048	Genetic architecture of type 1 diabetes with low genetic risk score informed by 41 unreported loci.	Type 1 diabetes	"6,599 European ancestry cases, 12,323 European ancestry controls"	NA				NR							chr19:31157758-C	chr19:31157758	0			1	NR	4.00E-16	15.39794001		1.2	[1.148-1.254]	Illumina [104689647] (imputed)	N	type 1 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005147	GCST012179	Genome-wide genotyping array
13/08/2021	34302048	Qu HQ	2021-07-23	Commun Biol	www.ncbi.nlm.nih.gov/pubmed/34302048	Genetic architecture of type 1 diabetes with low genetic risk score informed by 41 unreported loci.	Type 1 diabetes	"6,599 European ancestry cases, 12,323 European ancestry controls"	NA				NR							chr1:37781423-G	chr1:37781423	0			1	NR	6.00E-16	15.22184875		1.207	[1.153-1.263]	Illumina [104689647] (imputed)	N	type 1 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005147	GCST012179	Genome-wide genotyping array
13/08/2021	34302048	Qu HQ	2021-07-23	Commun Biol	www.ncbi.nlm.nih.gov/pubmed/34302048	Genetic architecture of type 1 diabetes with low genetic risk score informed by 41 unreported loci.	Type 1 diabetes	"6,599 European ancestry cases, 12,323 European ancestry controls"	NA				NR							chr4:92954497-G	chr4:92954497	0			1	NR	7.00E-09	8.15490196		1.218	[1.139-1.302]	Illumina [104689647] (imputed)	N	type 1 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005147	GCST012179	Genome-wide genotyping array
13/08/2021	34302048	Qu HQ	2021-07-23	Commun Biol	www.ncbi.nlm.nih.gov/pubmed/34302048	Genetic architecture of type 1 diabetes with low genetic risk score informed by 41 unreported loci.	Type 1 diabetes	"6,599 European ancestry cases, 12,323 European ancestry controls"	NA				NR							chr8:56693303-ATT	chr8:56693303	0			1	NR	4.00E-10	9.397940009		1.219	[1.146-1.297]	Illumina [104689647] (imputed)	N	type 1 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005147	GCST012179	Genome-wide genotyping array
13/08/2021	34302048	Qu HQ	2021-07-23	Commun Biol	www.ncbi.nlm.nih.gov/pubmed/34302048	Genetic architecture of type 1 diabetes with low genetic risk score informed by 41 unreported loci.	Type 1 diabetes	"6,599 European ancestry cases, 12,323 European ancestry controls"	NA				NR							chr7:129949957-T	chr7:129949957	0			1	NR	5.00E-12	11.30103		1.227	[1.158-1.3]	Illumina [104689647] (imputed)	N	type 1 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005147	GCST012179	Genome-wide genotyping array
13/08/2021	34302048	Qu HQ	2021-07-23	Commun Biol	www.ncbi.nlm.nih.gov/pubmed/34302048	Genetic architecture of type 1 diabetes with low genetic risk score informed by 41 unreported loci.	Type 1 diabetes	"6,599 European ancestry cases, 12,323 European ancestry controls"	NA				NR							chr7:44959149-C	chr7:44959149	0			1	NR	4.00E-15	14.39794001		1.23	[1.168-1.295]	Illumina [104689647] (imputed)	N	type 1 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005147	GCST012179	Genome-wide genotyping array
13/08/2021	34302048	Qu HQ	2021-07-23	Commun Biol	www.ncbi.nlm.nih.gov/pubmed/34302048	Genetic architecture of type 1 diabetes with low genetic risk score informed by 41 unreported loci.	Type 1 diabetes	"6,599 European ancestry cases, 12,323 European ancestry controls"	NA				NR							chr1:37891198-C	chr1:37891198	0			1	NR	1.00E-19	19		1.243	[1.186-1.303]	Illumina [104689647] (imputed)	N	type 1 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005147	GCST012179	Genome-wide genotyping array
13/08/2021	34302048	Qu HQ	2021-07-23	Commun Biol	www.ncbi.nlm.nih.gov/pubmed/34302048	Genetic architecture of type 1 diabetes with low genetic risk score informed by 41 unreported loci.	Type 1 diabetes	"6,599 European ancestry cases, 12,323 European ancestry controls"	NA				NR							chr3:57259774-G	chr3:57259774	0			1	NR	4.00E-16	15.39794001		1.26	[1.192-1.333]	Illumina [104689647] (imputed)	N	type 1 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005147	GCST012179	Genome-wide genotyping array
13/08/2021	34302048	Qu HQ	2021-07-23	Commun Biol	www.ncbi.nlm.nih.gov/pubmed/34302048	Genetic architecture of type 1 diabetes with low genetic risk score informed by 41 unreported loci.	Type 1 diabetes	"6,599 European ancestry cases, 12,323 European ancestry controls"	NA				NR							chr9:20324372-G	chr9:20324372	0			1	NR	7.00E-23	22.15490196		1.263	[1.206-1.323]	Illumina [104689647] (imputed)	N	type 1 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005147	GCST012179	Genome-wide genotyping array
13/08/2021	34302048	Qu HQ	2021-07-23	Commun Biol	www.ncbi.nlm.nih.gov/pubmed/34302048	Genetic architecture of type 1 diabetes with low genetic risk score informed by 41 unreported loci.	Type 1 diabetes	"6,599 European ancestry cases, 12,323 European ancestry controls"	NA				NR							chr12:65644210-C	chr12:65644210	0			1	NR	1.00E-14	14		1.291	[1.21-1.377]	Illumina [104689647] (imputed)	N	type 1 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005147	GCST012179	Genome-wide genotyping array
13/08/2021	34302048	Qu HQ	2021-07-23	Commun Biol	www.ncbi.nlm.nih.gov/pubmed/34302048	Genetic architecture of type 1 diabetes with low genetic risk score informed by 41 unreported loci.	Type 1 diabetes	"6,599 European ancestry cases, 12,323 European ancestry controls"	NA				NR							chr6:26835246-C	chr6:26835246	0			1	NR	8.00E-26	25.09691001		1.316	[1.25-1.385]	Illumina [104689647] (imputed)	N	type 1 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005147	GCST012179	Genome-wide genotyping array
13/08/2021	34302048	Qu HQ	2021-07-23	Commun Biol	www.ncbi.nlm.nih.gov/pubmed/34302048	Genetic architecture of type 1 diabetes with low genetic risk score informed by 41 unreported loci.	Type 1 diabetes	"6,599 European ancestry cases, 12,323 European ancestry controls"	NA				NR							chr15:27596077-C	chr15:27596077	0			1	NR	2.00E-20	19.69897		1.331	[1.253-1.414]	Illumina [104689647] (imputed)	N	type 1 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005147	GCST012179	Genome-wide genotyping array
13/08/2021	34302048	Qu HQ	2021-07-23	Commun Biol	www.ncbi.nlm.nih.gov/pubmed/34302048	Genetic architecture of type 1 diabetes with low genetic risk score informed by 41 unreported loci.	Type 1 diabetes	"6,599 European ancestry cases, 12,323 European ancestry controls"	NA				NR							chr2:137009624-A	chr2:137009624	0			1	NR	2.00E-26	25.69897		1.335	[1.266-1.408]	Illumina [104689647] (imputed)	N	type 1 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005147	GCST012179	Genome-wide genotyping array
13/08/2021	34302048	Qu HQ	2021-07-23	Commun Biol	www.ncbi.nlm.nih.gov/pubmed/34302048	Genetic architecture of type 1 diabetes with low genetic risk score informed by 41 unreported loci.	Type 1 diabetes	"6,599 European ancestry cases, 12,323 European ancestry controls"	NA				NR							chr2:134538048-C	chr2:134538048	0			1	NR	3.00E-52	51.52287875		1.398	[1.339-1.459]	Illumina [104689647] (imputed)	N	type 1 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005147	GCST012179	Genome-wide genotyping array
13/08/2021	34302048	Qu HQ	2021-07-23	Commun Biol	www.ncbi.nlm.nih.gov/pubmed/34302048	Genetic architecture of type 1 diabetes with low genetic risk score informed by 41 unreported loci.	Type 1 diabetes	"6,599 European ancestry cases, 12,323 European ancestry controls"	NA				NR							chr2:134722410-G	chr2:134722410	0			1	NR	3.00E-57	56.52287875		1.414	[1.355-1.476]	Illumina [104689647] (imputed)	N	type 1 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005147	GCST012179	Genome-wide genotyping array
13/08/2021	34302048	Qu HQ	2021-07-23	Commun Biol	www.ncbi.nlm.nih.gov/pubmed/34302048	Genetic architecture of type 1 diabetes with low genetic risk score informed by 41 unreported loci.	Type 1 diabetes	"6,599 European ancestry cases, 12,323 European ancestry controls"	NA				NR							chr2:134845031-T	chr2:134845031	0			1	NR	1.00E-58	58		1.419	[1.36-1.481]	Illumina [104689647] (imputed)	N	type 1 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005147	GCST012179	Genome-wide genotyping array
13/08/2021	34302048	Qu HQ	2021-07-23	Commun Biol	www.ncbi.nlm.nih.gov/pubmed/34302048	Genetic architecture of type 1 diabetes with low genetic risk score informed by 41 unreported loci.	Type 1 diabetes	"6,599 European ancestry cases, 12,323 European ancestry controls"	NA				NR							chr2:134947988-G	chr2:134947988	0			1	NR	1.00E-73	73		1.481	[1.42-1.546]	Illumina [104689647] (imputed)	N	type 1 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005147	GCST012179	Genome-wide genotyping array
13/08/2021	34302048	Qu HQ	2021-07-23	Commun Biol	www.ncbi.nlm.nih.gov/pubmed/34302048	Genetic architecture of type 1 diabetes with low genetic risk score informed by 41 unreported loci.	Type 1 diabetes	"6,599 European ancestry cases, 12,323 European ancestry controls"	NA				NR							chr18:69405649-G	chr18:69405649	0			1	NR	1.00E-06	6		1.657	[1.349-2.034]	Illumina [104689647] (imputed)	N	type 1 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005147	GCST012179	Genome-wide genotyping array
13/08/2021	34302048	Qu HQ	2021-07-23	Commun Biol	www.ncbi.nlm.nih.gov/pubmed/34302048	Genetic architecture of type 1 diabetes with low genetic risk score informed by 41 unreported loci.	Type 1 diabetes	"6,599 European ancestry cases, 12,323 European ancestry controls"	NA				NR							chr6:27063201-C	chr6:27063201	0			1	NR	3.00E-96	95.52287875		1.725	[1.638-1.816]	Illumina [104689647] (imputed)	N	type 1 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005147	GCST012179	Genome-wide genotyping array
13/08/2021	34302048	Qu HQ	2021-07-23	Commun Biol	www.ncbi.nlm.nih.gov/pubmed/34302048	Genetic architecture of type 1 diabetes with low genetic risk score informed by 41 unreported loci.	Type 1 diabetes	"6,599 European ancestry cases, 12,323 European ancestry controls"	NA				NR							chr16:9864106-C	chr16:9864106	0			1	NR	9.00E-10	9.045757491		1.728	[1.451-2.057]	Illumina [104689647] (imputed)	N	type 1 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005147	GCST012179	Genome-wide genotyping array
13/08/2021	34302048	Qu HQ	2021-07-23	Commun Biol	www.ncbi.nlm.nih.gov/pubmed/34302048	Genetic architecture of type 1 diabetes with low genetic risk score informed by 41 unreported loci.	Type 1 diabetes	"6,599 European ancestry cases, 12,323 European ancestry controls"	NA				NR							chr14:96458513-A	chr14:96458513	0			1	NR	9.00E-07	6.045757491		1.74	[1.395-2.17]	Illumina [104689647] (imputed)	N	type 1 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005147	GCST012179	Genome-wide genotyping array
13/08/2021	34302048	Qu HQ	2021-07-23	Commun Biol	www.ncbi.nlm.nih.gov/pubmed/34302048	Genetic architecture of type 1 diabetes with low genetic risk score informed by 41 unreported loci.	Type 1 diabetes	"6,599 European ancestry cases, 12,323 European ancestry controls"	NA				NR							chr9:5703334-T	chr9:5703334	0			1	NR	4.00E-10	9.397940009		1.765	[1.477-2.11]	Illumina [104689647] (imputed)	N	type 1 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005147	GCST012179	Genome-wide genotyping array
13/08/2021	34302048	Qu HQ	2021-07-23	Commun Biol	www.ncbi.nlm.nih.gov/pubmed/34302048	Genetic architecture of type 1 diabetes with low genetic risk score informed by 41 unreported loci.	Type 1 diabetes	"6,599 European ancestry cases, 12,323 European ancestry controls"	NA				NR							chr6:33160210-C	chr6:33160210	0			1	NR	2.00E-151	150.69897		1.774	[1.699-1.851]	Illumina [104689647] (imputed)	N	type 1 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005147	GCST012179	Genome-wide genotyping array
13/08/2021	34302048	Qu HQ	2021-07-23	Commun Biol	www.ncbi.nlm.nih.gov/pubmed/34302048	Genetic architecture of type 1 diabetes with low genetic risk score informed by 41 unreported loci.	Type 1 diabetes	"6,599 European ancestry cases, 12,323 European ancestry controls"	NA				NR							chr6:25365660-T	chr6:25365660	0			1	NR	5.00E-41	40.30103		1.798	[1.65-1.959]	Illumina [104689647] (imputed)	N	type 1 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005147	GCST012179	Genome-wide genotyping array
13/08/2021	34302048	Qu HQ	2021-07-23	Commun Biol	www.ncbi.nlm.nih.gov/pubmed/34302048	Genetic architecture of type 1 diabetes with low genetic risk score informed by 41 unreported loci.	Type 1 diabetes	"6,599 European ancestry cases, 12,323 European ancestry controls"	NA				NR							chr6:32684938-A	chr6:32684938	0			1	NR	0.00E+00	307.69897		0.2943	[0.2761-0.3136]	Illumina [104689647] (imputed)	N	type 1 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005147	GCST012179	Genome-wide genotyping array
13/08/2021	34302048	Qu HQ	2021-07-23	Commun Biol	www.ncbi.nlm.nih.gov/pubmed/34302048	Genetic architecture of type 1 diabetes with low genetic risk score informed by 41 unreported loci.	Type 1 diabetes	"6,599 European ancestry cases, 12,323 European ancestry controls"	NA				NR							chr6:31275040-A	chr6:31275040	0			1	NR	2.00E-286	285.69897		0.4354	[0.4162-0.4554]	Illumina [104689647] (imputed)	N	type 1 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005147	GCST012179	Genome-wide genotyping array
13/08/2021	34302048	Qu HQ	2021-07-23	Commun Biol	www.ncbi.nlm.nih.gov/pubmed/34302048	Genetic architecture of type 1 diabetes with low genetic risk score informed by 41 unreported loci.	Type 1 diabetes	"6,599 European ancestry cases, 12,323 European ancestry controls"	NA				NR							chr2:135859184-C	chr2:135859184	0			1	NR	1.00E-121	121		0.5905	[0.5651-0.6171]	Illumina [104689647] (imputed)	N	type 1 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005147	GCST012179	Genome-wide genotyping array
13/08/2021	34302048	Qu HQ	2021-07-23	Commun Biol	www.ncbi.nlm.nih.gov/pubmed/34302048	Genetic architecture of type 1 diabetes with low genetic risk score informed by 41 unreported loci.	Type 1 diabetes	"6,599 European ancestry cases, 12,323 European ancestry controls"	NA				NR							chr2:135671796-C	chr2:135671796	0			1	NR	6.00E-117	116.2218487		0.5974	[0.5718-0.6242]	Illumina [104689647] (imputed)	N	type 1 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005147	GCST012179	Genome-wide genotyping array
13/08/2021	34302048	Qu HQ	2021-07-23	Commun Biol	www.ncbi.nlm.nih.gov/pubmed/34302048	Genetic architecture of type 1 diabetes with low genetic risk score informed by 41 unreported loci.	Type 1 diabetes	"6,599 European ancestry cases, 12,323 European ancestry controls"	NA				NR							chr2:135149518-G	chr2:135149518	0			1	NR	1.00E-116	116		0.5995	[0.5739-0.6263]	Illumina [104689647] (imputed)	N	type 1 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005147	GCST012179	Genome-wide genotyping array
13/08/2021	34302048	Qu HQ	2021-07-23	Commun Biol	www.ncbi.nlm.nih.gov/pubmed/34302048	Genetic architecture of type 1 diabetes with low genetic risk score informed by 41 unreported loci.	Type 1 diabetes	"6,599 European ancestry cases, 12,323 European ancestry controls"	NA				NR							chr2:135571320-T	chr2:135571320	0			1	NR	7.00E-114	113.154902		0.603	[0.5772-0.63]	Illumina [104689647] (imputed)	N	type 1 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005147	GCST012179	Genome-wide genotyping array
13/08/2021	34302048	Qu HQ	2021-07-23	Commun Biol	www.ncbi.nlm.nih.gov/pubmed/34302048	Genetic architecture of type 1 diabetes with low genetic risk score informed by 41 unreported loci.	Type 1 diabetes	"6,599 European ancestry cases, 12,323 European ancestry controls"	NA				NR							chr2:135403522-G	chr2:135403522	0			1	NR	2.00E-113	112.69897		0.6048	[0.579-0.6317]	Illumina [104689647] (imputed)	N	type 1 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005147	GCST012179	Genome-wide genotyping array
13/08/2021	34302048	Qu HQ	2021-07-23	Commun Biol	www.ncbi.nlm.nih.gov/pubmed/34302048	Genetic architecture of type 1 diabetes with low genetic risk score informed by 41 unreported loci.	Type 1 diabetes	"6,599 European ancestry cases, 12,323 European ancestry controls"	NA				NR							chr2:136026774-G	chr2:136026774	0			1	NR	1.00E-91	91		0.6281	[0.6006-0.657]	Illumina [104689647] (imputed)	N	type 1 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005147	GCST012179	Genome-wide genotyping array
13/08/2021	34302048	Qu HQ	2021-07-23	Commun Biol	www.ncbi.nlm.nih.gov/pubmed/34302048	Genetic architecture of type 1 diabetes with low genetic risk score informed by 41 unreported loci.	Type 1 diabetes	"6,599 European ancestry cases, 12,323 European ancestry controls"	NA				NR							chr2:135265228-T	chr2:135265228	0			1	NR	2.00E-75	74.69897		0.644	[0.6144-0.6749]	Illumina [104689647] (imputed)	N	type 1 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005147	GCST012179	Genome-wide genotyping array
13/08/2021	34302048	Qu HQ	2021-07-23	Commun Biol	www.ncbi.nlm.nih.gov/pubmed/34302048	Genetic architecture of type 1 diabetes with low genetic risk score informed by 41 unreported loci.	Type 1 diabetes	"6,599 European ancestry cases, 12,323 European ancestry controls"	NA				NR							chr2:136221960-G	chr2:136221960	0			1	NR	2.00E-73	72.69897		0.6755	[0.6474-0.7047]	Illumina [104689647] (imputed)	N	type 1 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005147	GCST012179	Genome-wide genotyping array
13/08/2021	34302048	Qu HQ	2021-07-23	Commun Biol	www.ncbi.nlm.nih.gov/pubmed/34302048	Genetic architecture of type 1 diabetes with low genetic risk score informed by 41 unreported loci.	Type 1 diabetes	"6,599 European ancestry cases, 12,323 European ancestry controls"	NA				NR							chr6:29683408-G	chr6:29683408	0			1	NR	2.00E-60	59.69897		0.6795	[0.6489-0.7117]	Illumina [104689647] (imputed)	N	type 1 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005147	GCST012179	Genome-wide genotyping array
13/08/2021	34302048	Qu HQ	2021-07-23	Commun Biol	www.ncbi.nlm.nih.gov/pubmed/34302048	Genetic architecture of type 1 diabetes with low genetic risk score informed by 41 unreported loci.	Type 1 diabetes	"6,599 European ancestry cases, 12,323 European ancestry controls"	NA				NR							chr6:29949300-A	chr6:29949300	0			1	NR	2.00E-44	43.69897		0.7186	[0.6861-0.7526]	Illumina [104689647] (imputed)	N	type 1 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005147	GCST012179	Genome-wide genotyping array
13/08/2021	34302048	Qu HQ	2021-07-23	Commun Biol	www.ncbi.nlm.nih.gov/pubmed/34302048	Genetic architecture of type 1 diabetes with low genetic risk score informed by 41 unreported loci.	Type 1 diabetes	"6,599 European ancestry cases, 12,323 European ancestry controls"	NA				NR							chr11:18269981-G	chr11:18269981	0			1	NR	3.00E-39	38.52287875		0.7426	[0.7103-0.7764]	Illumina [104689647] (imputed)	N	type 1 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005147	GCST012179	Genome-wide genotyping array
13/08/2021	34302048	Qu HQ	2021-07-23	Commun Biol	www.ncbi.nlm.nih.gov/pubmed/34302048	Genetic architecture of type 1 diabetes with low genetic risk score informed by 41 unreported loci.	Type 1 diabetes	"6,599 European ancestry cases, 12,323 European ancestry controls"	NA				NR							chr4:137228466-C	chr4:137228466	0			1	NR	1.00E-20	20		0.7649	[0.7229-0.8093]	Illumina [104689647] (imputed)	N	type 1 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005147	GCST012179	Genome-wide genotyping array
13/08/2021	34302048	Qu HQ	2021-07-23	Commun Biol	www.ncbi.nlm.nih.gov/pubmed/34302048	Genetic architecture of type 1 diabetes with low genetic risk score informed by 41 unreported loci.	Type 1 diabetes	"6,599 European ancestry cases, 12,323 European ancestry controls"	NA				NR							chr3:57373867-G	chr3:57373867	0			1	NR	6.00E-17	16.22184875		0.7655	[0.719-0.815]	Illumina [104689647] (imputed)	N	type 1 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005147	GCST012179	Genome-wide genotyping array
