Pathway ID	Description	Parent(s)	p-Value	Genes Involved	Variation IDs
R-HSA-112316	Neuronal System	Neuronal System	0.014394	ADCY7,CAMK4,ERBB4,GABRA2,GLRA3,KCNB2,KCNQ1,KIF17,MAPT,SLC1A2	rs2237897
R-HSA-112316	Neuronal System	Neuronal System	0.014394	ADCY7,CAMK4,ERBB4,GABRA2,GLRA3,KCNB2,KCNQ1,KIF17,MAPT,SLC1A2	rs571622299
R-HSA-112316	Neuronal System	Neuronal System	0.014394	ADCY7,CAMK4,ERBB4,GABRA2,GLRA3,KCNB2,KCNQ1,KIF17,MAPT,SLC1A2	rs7588550
R-HSA-112316	Neuronal System	Neuronal System	0.014394	ADCY7,CAMK4,ERBB4,GABRA2,GLRA3,KCNB2,KCNQ1,KIF17,MAPT,SLC1A2	rs77150043
R-HSA-9617828	FOXO-mediated transcription of cell cycle genes	Gene expression (Transcription)	0.014526	SMAD2,SMAD3	rs113114656
R-HSA-9617828	FOXO-mediated transcription of cell cycle genes	Gene expression (Transcription)	0.014526	SMAD2,SMAD3	rs72743477
R-HSA-8878171	Transcriptional regulation by RUNX1	Gene expression (Transcription)	0.015282	AGO2,GATA3,IL2RA,NR4A3,PAX5,PRKCQ,PSMB2	rs11258747
R-HSA-8878171	Transcriptional regulation by RUNX1	Gene expression (Transcription)	0.015282	AGO2,GATA3,IL2RA,NR4A3,PAX5,PRKCQ,PSMB2	rs12722495
R-HSA-8878171	Transcriptional regulation by RUNX1	Gene expression (Transcription)	0.015282	AGO2,GATA3,IL2RA,NR4A3,PAX5,PRKCQ,PSMB2	rs1405209
R-HSA-8878171	Transcriptional regulation by RUNX1	Gene expression (Transcription)	0.015282	AGO2,GATA3,IL2RA,NR4A3,PAX5,PRKCQ,PSMB2	rs143723948
R-HSA-8878171	Transcriptional regulation by RUNX1	Gene expression (Transcription)	0.015282	AGO2,GATA3,IL2RA,NR4A3,PAX5,PRKCQ,PSMB2	rs3802214
R-HSA-8878171	Transcriptional regulation by RUNX1	Gene expression (Transcription)	0.015282	AGO2,GATA3,IL2RA,NR4A3,PAX5,PRKCQ,PSMB2	rs3802604
R-HSA-8878171	Transcriptional regulation by RUNX1	Gene expression (Transcription)	0.015282	AGO2,GATA3,IL2RA,NR4A3,PAX5,PRKCQ,PSMB2	rs537544
R-HSA-8878171	Transcriptional regulation by RUNX1	Gene expression (Transcription)	0.015282	AGO2,GATA3,IL2RA,NR4A3,PAX5,PRKCQ,PSMB2	rs574384
R-HSA-8878171	Transcriptional regulation by RUNX1	Gene expression (Transcription)	0.015282	AGO2,GATA3,IL2RA,NR4A3,PAX5,PRKCQ,PSMB2	rs61839660
R-HSA-8878171	Transcriptional regulation by RUNX1	Gene expression (Transcription)	0.015282	AGO2,GATA3,IL2RA,NR4A3,PAX5,PRKCQ,PSMB2	rs706778
R-HSA-8878171	Transcriptional regulation by RUNX1	Gene expression (Transcription)	0.015282	AGO2,GATA3,IL2RA,NR4A3,PAX5,PRKCQ,PSMB2	rs706779
R-HSA-2243919	Crosslinking of collagen fibrils	Extracellular matrix organization	0.016226	COL4A3,TLL1	rs34740712
R-HSA-2243919	Crosslinking of collagen fibrils	Extracellular matrix organization	0.016226	COL4A3,TLL1	rs55703767
R-HSA-373752	Netrin-1 signaling	Developmental Biology	0.017274	MAPK14,PRKCQ,UNC5D	rs11258747
R-HSA-373752	Netrin-1 signaling	Developmental Biology	0.017274	MAPK14,PRKCQ,UNC5D	rs28485846
R-HSA-373752	Netrin-1 signaling	Developmental Biology	0.017274	MAPK14,PRKCQ,UNC5D	rs80028505
R-HSA-442755	Activation of NMDA receptors and postsynaptic events	Neuronal System	0.019595	CAMK4,ERBB4,KIF17,MAPT	rs1052553
R-HSA-442755	Activation of NMDA receptors and postsynaptic events	Neuronal System	0.019595	CAMK4,ERBB4,KIF17,MAPT	rs114378220
R-HSA-442755	Activation of NMDA receptors and postsynaptic events	Neuronal System	0.019595	CAMK4,ERBB4,KIF17,MAPT	rs17407280
R-HSA-442755	Activation of NMDA receptors and postsynaptic events	Neuronal System	0.019595	CAMK4,ERBB4,KIF17,MAPT	rs7588550
R-HSA-1181150	Signaling by NODAL	Developmental Biology	0.019866	SMAD2,SMAD3	rs113114656
R-HSA-1181150	Signaling by NODAL	Developmental Biology	0.019866	SMAD2,SMAD3	rs72743477
R-HSA-9013695	NOTCH4 Intracellular Domain Regulates Transcription	Signal Transduction	0.019866	NOTCH2,SMAD3	rs1493696
R-HSA-9013695	NOTCH4 Intracellular Domain Regulates Transcription	Signal Transduction	0.019866	NOTCH2,SMAD3	rs72743477
R-HSA-1280218	Adaptive Immune System	Immune System	0.020473	BTNL2,CD226,CLEC2D,CTSH,ERAP2,HLA-A,HLA-B,HLA-DQA1,HLA-DRA,KLRG1,LMO7,PRKCQ,PSMB2,PTPN22,RASGRP1,TAP2	rs1015166
R-HSA-1280218	Adaptive Immune System	Immune System	0.020473	BTNL2,CD226,CLEC2D,CTSH,ERAP2,HLA-A,HLA-B,HLA-DQA1,HLA-DRA,KLRG1,LMO7,PRKCQ,PSMB2,PTPN22,RASGRP1,TAP2	rs11258747
R-HSA-1280218	Adaptive Immune System	Immune System	0.020473	BTNL2,CD226,CLEC2D,CTSH,ERAP2,HLA-A,HLA-B,HLA-DQA1,HLA-DRA,KLRG1,LMO7,PRKCQ,PSMB2,PTPN22,RASGRP1,TAP2	rs1615504
R-HSA-1280218	Adaptive Immune System	Immune System	0.020473	BTNL2,CD226,CLEC2D,CTSH,ERAP2,HLA-A,HLA-B,HLA-DQA1,HLA-DRA,KLRG1,LMO7,PRKCQ,PSMB2,PTPN22,RASGRP1,TAP2	rs1980493
R-HSA-1280218	Adaptive Immune System	Immune System	0.020473	BTNL2,CD226,CLEC2D,CTSH,ERAP2,HLA-A,HLA-B,HLA-DQA1,HLA-DRA,KLRG1,LMO7,PRKCQ,PSMB2,PTPN22,RASGRP1,TAP2	rs241427
R-HSA-1280218	Adaptive Immune System	Immune System	0.020473	BTNL2,CD226,CLEC2D,CTSH,ERAP2,HLA-A,HLA-B,HLA-DQA1,HLA-DRA,KLRG1,LMO7,PRKCQ,PSMB2,PTPN22,RASGRP1,TAP2	rs2476601
R-HSA-1280218	Adaptive Immune System	Immune System	0.020473	BTNL2,CD226,CLEC2D,CTSH,ERAP2,HLA-A,HLA-B,HLA-DQA1,HLA-DRA,KLRG1,LMO7,PRKCQ,PSMB2,PTPN22,RASGRP1,TAP2	rs34593439
R-HSA-1280218	Adaptive Immune System	Immune System	0.020473	BTNL2,CD226,CLEC2D,CTSH,ERAP2,HLA-A,HLA-B,HLA-DQA1,HLA-DRA,KLRG1,LMO7,PRKCQ,PSMB2,PTPN22,RASGRP1,TAP2	rs3764021
R-HSA-1280218	Adaptive Immune System	Immune System	0.020473	BTNL2,CD226,CLEC2D,CTSH,ERAP2,HLA-A,HLA-B,HLA-DQA1,HLA-DRA,KLRG1,LMO7,PRKCQ,PSMB2,PTPN22,RASGRP1,TAP2	rs3825932
R-HSA-1280218	Adaptive Immune System	Immune System	0.020473	BTNL2,CD226,CLEC2D,CTSH,ERAP2,HLA-A,HLA-B,HLA-DQA1,HLA-DRA,KLRG1,LMO7,PRKCQ,PSMB2,PTPN22,RASGRP1,TAP2	rs4148870
R-HSA-1280218	Adaptive Immune System	Immune System	0.020473	BTNL2,CD226,CLEC2D,CTSH,ERAP2,HLA-A,HLA-B,HLA-DQA1,HLA-DRA,KLRG1,LMO7,PRKCQ,PSMB2,PTPN22,RASGRP1,TAP2	rs4869313
R-HSA-1280218	Adaptive Immune System	Immune System	0.020473	BTNL2,CD226,CLEC2D,CTSH,ERAP2,HLA-A,HLA-B,HLA-DQA1,HLA-DRA,KLRG1,LMO7,PRKCQ,PSMB2,PTPN22,RASGRP1,TAP2	rs539514
R-HSA-1280218	Adaptive Immune System	Immune System	0.020473	BTNL2,CD226,CLEC2D,CTSH,ERAP2,HLA-A,HLA-B,HLA-DQA1,HLA-DRA,KLRG1,LMO7,PRKCQ,PSMB2,PTPN22,RASGRP1,TAP2	rs574384
R-HSA-1280218	Adaptive Immune System	Immune System	0.020473	BTNL2,CD226,CLEC2D,CTSH,ERAP2,HLA-A,HLA-B,HLA-DQA1,HLA-DRA,KLRG1,LMO7,PRKCQ,PSMB2,PTPN22,RASGRP1,TAP2	rs72727394
R-HSA-1280218	Adaptive Immune System	Immune System	0.020473	BTNL2,CD226,CLEC2D,CTSH,ERAP2,HLA-A,HLA-B,HLA-DQA1,HLA-DRA,KLRG1,LMO7,PRKCQ,PSMB2,PTPN22,RASGRP1,TAP2	rs7301381
R-HSA-1280218	Adaptive Immune System	Immune System	0.020473	BTNL2,CD226,CLEC2D,CTSH,ERAP2,HLA-A,HLA-B,HLA-DQA1,HLA-DRA,KLRG1,LMO7,PRKCQ,PSMB2,PTPN22,RASGRP1,TAP2	rs763361
R-HSA-1280218	Adaptive Immune System	Immune System	0.020473	BTNL2,CD226,CLEC2D,CTSH,ERAP2,HLA-A,HLA-B,HLA-DQA1,HLA-DRA,KLRG1,LMO7,PRKCQ,PSMB2,PTPN22,RASGRP1,TAP2	rs8035957
R-HSA-1280218	Adaptive Immune System	Immune System	0.020473	BTNL2,CD226,CLEC2D,CTSH,ERAP2,HLA-A,HLA-B,HLA-DQA1,HLA-DRA,KLRG1,LMO7,PRKCQ,PSMB2,PTPN22,RASGRP1,TAP2	rs9260151
R-HSA-1280218	Adaptive Immune System	Immune System	0.020473	BTNL2,CD226,CLEC2D,CTSH,ERAP2,HLA-A,HLA-B,HLA-DQA1,HLA-DRA,KLRG1,LMO7,PRKCQ,PSMB2,PTPN22,RASGRP1,TAP2	rs9264758
R-HSA-1280218	Adaptive Immune System	Immune System	0.020473	BTNL2,CD226,CLEC2D,CTSH,ERAP2,HLA-A,HLA-B,HLA-DQA1,HLA-DRA,KLRG1,LMO7,PRKCQ,PSMB2,PTPN22,RASGRP1,TAP2	rs9268645
R-HSA-1280218	Adaptive Immune System	Immune System	0.020473	BTNL2,CD226,CLEC2D,CTSH,ERAP2,HLA-A,HLA-B,HLA-DQA1,HLA-DRA,KLRG1,LMO7,PRKCQ,PSMB2,PTPN22,RASGRP1,TAP2	rs9272346
R-HSA-8848021	Signaling by PTK6	Signal Transduction	0.021184	ERBB3,ERBB4,LRRK2	rs11171739
R-HSA-8848021	Signaling by PTK6	Signal Transduction	0.021184	ERBB3,ERBB4,LRRK2	rs17466626
R-HSA-8848021	Signaling by PTK6	Signal Transduction	0.021184	ERBB3,ERBB4,LRRK2	rs2292239
R-HSA-8848021	Signaling by PTK6	Signal Transduction	0.021184	ERBB3,ERBB4,LRRK2	rs7588550
R-HSA-9006927	Signaling by Non-Receptor Tyrosine Kinases	Signal Transduction	0.021184	ERBB3,ERBB4,LRRK2	rs11171739
R-HSA-9006927	Signaling by Non-Receptor Tyrosine Kinases	Signal Transduction	0.021184	ERBB3,ERBB4,LRRK2	rs17466626
R-HSA-9006927	Signaling by Non-Receptor Tyrosine Kinases	Signal Transduction	0.021184	ERBB3,ERBB4,LRRK2	rs2292239
R-HSA-9006927	Signaling by Non-Receptor Tyrosine Kinases	Signal Transduction	0.021184	ERBB3,ERBB4,LRRK2	rs7588550
R-HSA-8856828	Clathrin-mediated endocytosis	Vesicle-mediated transport	0.021444	FNBP1,GRK3,IL7R,M6PR,RAB5B	rs10988542
R-HSA-8856828	Clathrin-mediated endocytosis	Vesicle-mediated transport	0.021444	FNBP1,GRK3,IL7R,M6PR,RAB5B	rs1805731
R-HSA-8856828	Clathrin-mediated endocytosis	Vesicle-mediated transport	0.021444	FNBP1,GRK3,IL7R,M6PR,RAB5B	rs373009901
R-HSA-8856828	Clathrin-mediated endocytosis	Vesicle-mediated transport	0.021444	FNBP1,GRK3,IL7R,M6PR,RAB5B	rs6897932
R-HSA-8856828	Clathrin-mediated endocytosis	Vesicle-mediated transport	0.021444	FNBP1,GRK3,IL7R,M6PR,RAB5B	rs705699
R-HSA-5083628	Defective POMGNT1 causes MDDGA3, MDDGB3 and MDDGC3	Disease	0.021784	DAG1	rs4625
R-HSA-9033807	ABO blood group biosynthesis	Metabolism	0.021784	FUT2	rs516246
R-HSA-9033807	ABO blood group biosynthesis	Metabolism	0.021784	FUT2	rs602662
R-HSA-1236975	Antigen processing-Cross presentation	Immune System	0.023211	HLA-A,HLA-B,PSMB2,TAP2	rs1015166
R-HSA-1236975	Antigen processing-Cross presentation	Immune System	0.023211	HLA-A,HLA-B,PSMB2,TAP2	rs241427
R-HSA-1236975	Antigen processing-Cross presentation	Immune System	0.023211	HLA-A,HLA-B,PSMB2,TAP2	rs4148870
R-HSA-1236975	Antigen processing-Cross presentation	Immune System	0.023211	HLA-A,HLA-B,PSMB2,TAP2	rs574384
R-HSA-1236975	Antigen processing-Cross presentation	Immune System	0.023211	HLA-A,HLA-B,PSMB2,TAP2	rs9260151
R-HSA-1236975	Antigen processing-Cross presentation	Immune System	0.023211	HLA-A,HLA-B,PSMB2,TAP2	rs9264758
R-HSA-202424	Downstream TCR signaling	Immune System	0.023211	HLA-DQA1,HLA-DRA,PRKCQ,PSMB2	rs11258747
R-HSA-202424	Downstream TCR signaling	Immune System	0.023211	HLA-DQA1,HLA-DRA,PRKCQ,PSMB2	rs574384
R-HSA-202424	Downstream TCR signaling	Immune System	0.023211	HLA-DQA1,HLA-DRA,PRKCQ,PSMB2	rs9268645
R-HSA-202424	Downstream TCR signaling	Immune System	0.023211	HLA-DQA1,HLA-DRA,PRKCQ,PSMB2	rs9272346
R-HSA-1250196	SHC1 events in ERBB2 signaling	Signal Transduction	0.023813	ERBB3,ERBB4	rs11171739
R-HSA-1250196	SHC1 events in ERBB2 signaling	Signal Transduction	0.023813	ERBB3,ERBB4	rs2292239
R-HSA-1250196	SHC1 events in ERBB2 signaling	Signal Transduction	0.023813	ERBB3,ERBB4	rs7588550
R-HSA-9665686	Signaling by ERBB2 TMD/JMD mutants	Disease	0.023813	ERBB3,ERBB4	rs11171739
R-HSA-9665686	Signaling by ERBB2 TMD/JMD mutants	Disease	0.023813	ERBB3,ERBB4	rs2292239
R-HSA-9665686	Signaling by ERBB2 TMD/JMD mutants	Disease	0.023813	ERBB3,ERBB4	rs7588550
R-HSA-447115	Interleukin-12 family signaling	Immune System	0.024410	IL23R,STAT4,TYK2	rs11580078
R-HSA-447115	Interleukin-12 family signaling	Immune System	0.024410	IL23R,STAT4,TYK2	rs12720356
R-HSA-447115	Interleukin-12 family signaling	Immune System	0.024410	IL23R,STAT4,TYK2	rs2304256
R-HSA-447115	Interleukin-12 family signaling	Immune System	0.024410	IL23R,STAT4,TYK2	rs34536443
R-HSA-447115	Interleukin-12 family signaling	Immune System	0.024410	IL23R,STAT4,TYK2	rs7582694
R-HSA-76002	Platelet activation, signaling and aggregation	Hemostasis	0.024486	DGKH,DGKQ,IGF2,MAPK14,PHACTR2,PRKCQ,RASGRP1	rs1004446
R-HSA-76002	Platelet activation, signaling and aggregation	Hemostasis	0.024486	DGKH,DGKQ,IGF2,MAPK14,PHACTR2,PRKCQ,RASGRP1	rs11258747
R-HSA-76002	Platelet activation, signaling and aggregation	Hemostasis	0.024486	DGKH,DGKQ,IGF2,MAPK14,PHACTR2,PRKCQ,RASGRP1	rs113881148
R-HSA-76002	Platelet activation, signaling and aggregation	Hemostasis	0.024486	DGKH,DGKQ,IGF2,MAPK14,PHACTR2,PRKCQ,RASGRP1	rs17885785
R-HSA-76002	Platelet activation, signaling and aggregation	Hemostasis	0.024486	DGKH,DGKQ,IGF2,MAPK14,PHACTR2,PRKCQ,RASGRP1	rs2148655
R-HSA-76002	Platelet activation, signaling and aggregation	Hemostasis	0.024486	DGKH,DGKQ,IGF2,MAPK14,PHACTR2,PRKCQ,RASGRP1	rs3741208
R-HSA-76002	Platelet activation, signaling and aggregation	Hemostasis	0.024486	DGKH,DGKQ,IGF2,MAPK14,PHACTR2,PRKCQ,RASGRP1	rs4366464
R-HSA-76002	Platelet activation, signaling and aggregation	Hemostasis	0.024486	DGKH,DGKQ,IGF2,MAPK14,PHACTR2,PRKCQ,RASGRP1	rs6931865
R-HSA-76002	Platelet activation, signaling and aggregation	Hemostasis	0.024486	DGKH,DGKQ,IGF2,MAPK14,PHACTR2,PRKCQ,RASGRP1	rs72727394
R-HSA-76002	Platelet activation, signaling and aggregation	Hemostasis	0.024486	DGKH,DGKQ,IGF2,MAPK14,PHACTR2,PRKCQ,RASGRP1	rs80028505
R-HSA-76002	Platelet activation, signaling and aggregation	Hemostasis	0.024486	DGKH,DGKQ,IGF2,MAPK14,PHACTR2,PRKCQ,RASGRP1	rs8035957
R-HSA-112409	RAF-independent MAPK1/3 activation	Signal Transduction	0.025897	IL6R,TYK2	rs12720356
R-HSA-112409	RAF-independent MAPK1/3 activation	Signal Transduction	0.025897	IL6R,TYK2	rs2229238
R-HSA-112409	RAF-independent MAPK1/3 activation	Signal Transduction	0.025897	IL6R,TYK2	rs2304256
R-HSA-112409	RAF-independent MAPK1/3 activation	Signal Transduction	0.025897	IL6R,TYK2	rs34536443
R-HSA-2173795	Downregulation of SMAD2/3:SMAD4 transcriptional activity	Signal Transduction;Gene expression (Transcription)	0.025897	SMAD2,SMAD3	rs113114656
R-HSA-2173795	Downregulation of SMAD2/3:SMAD4 transcriptional activity	Signal Transduction;Gene expression (Transcription)	0.025897	SMAD2,SMAD3	rs72743477
R-HSA-6783589	Interleukin-6 family signaling	Immune System	0.028052	IL6R,TYK2	rs12720356
R-HSA-6783589	Interleukin-6 family signaling	Immune System	0.028052	IL6R,TYK2	rs2229238
R-HSA-6783589	Interleukin-6 family signaling	Immune System	0.028052	IL6R,TYK2	rs2304256
R-HSA-6783589	Interleukin-6 family signaling	Immune System	0.028052	IL6R,TYK2	rs34536443
R-HSA-389948	PD-1 signaling	Immune System	0.030276	HLA-DQA1,HLA-DRA	rs9268645
R-HSA-389948	PD-1 signaling	Immune System	0.030276	HLA-DQA1,HLA-DRA	rs9272346
R-HSA-9664565	Signaling by ERBB2 KD Mutants	Disease	0.030276	ERBB3,ERBB4	rs11171739
R-HSA-9664565	Signaling by ERBB2 KD Mutants	Disease	0.030276	ERBB3,ERBB4	rs2292239
R-HSA-9664565	Signaling by ERBB2 KD Mutants	Disease	0.030276	ERBB3,ERBB4	rs7588550
R-HSA-416476	G alpha (q) signalling events	Signal Transduction	0.031277	DGKH,DGKQ,LPAR3,PRKCQ,PTGFR,RASGRP1	rs11258747
R-HSA-416476	G alpha (q) signalling events	Signal Transduction	0.031277	DGKH,DGKQ,LPAR3,PRKCQ,PTGFR,RASGRP1	rs113881148
R-HSA-416476	G alpha (q) signalling events	Signal Transduction	0.031277	DGKH,DGKQ,LPAR3,PRKCQ,PTGFR,RASGRP1	rs1983853
R-HSA-416476	G alpha (q) signalling events	Signal Transduction	0.031277	DGKH,DGKQ,LPAR3,PRKCQ,PTGFR,RASGRP1	rs2148655
R-HSA-416476	G alpha (q) signalling events	Signal Transduction	0.031277	DGKH,DGKQ,LPAR3,PRKCQ,PTGFR,RASGRP1	rs72727394
R-HSA-416476	G alpha (q) signalling events	Signal Transduction	0.031277	DGKH,DGKQ,LPAR3,PRKCQ,PTGFR,RASGRP1	rs7533564
R-HSA-416476	G alpha (q) signalling events	Signal Transduction	0.031277	DGKH,DGKQ,LPAR3,PRKCQ,PTGFR,RASGRP1	rs8035957
R-HSA-8986944	Transcriptional Regulation by MECP2	Gene expression (Transcription)	0.031611	AGO2,CAMK4,RBFOX1	rs114378220
R-HSA-8986944	Transcriptional Regulation by MECP2	Gene expression (Transcription)	0.031611	AGO2,CAMK4,RBFOX1	rs3802214
R-HSA-8986944	Transcriptional Regulation by MECP2	Gene expression (Transcription)	0.031611	AGO2,CAMK4,RBFOX1	rs9934817
R-HSA-5083629	Defective POMT2 causes MDDGA2, MDDGB2 and MDDGC2	Disease	0.032498	DAG1	rs4625
R-HSA-5083633	Defective POMT1 causes MDDGA1, MDDGB1 and MDDGC1	Disease	0.032498	DAG1	rs4625
R-HSA-5339700	TCF7L2 mutants don't bind CTBP	Disease	0.032498	TCF7L2	rs7903146
R-HSA-1227990	Signaling by ERBB2 in Cancer	Disease	0.032569	ERBB3,ERBB4	rs11171739
R-HSA-1227990	Signaling by ERBB2 in Cancer	Disease	0.032569	ERBB3,ERBB4	rs2292239
R-HSA-1227990	Signaling by ERBB2 in Cancer	Disease	0.032569	ERBB3,ERBB4	rs7588550
R-HSA-2173788	Downregulation of TGF-beta receptor signaling	Signal Transduction	0.032569	SMAD2,SMAD3	rs113114656
R-HSA-2173788	Downregulation of TGF-beta receptor signaling	Signal Transduction	0.032569	SMAD2,SMAD3	rs72743477
R-HSA-5693554	Resolution of D-loop Structures through Synthesis-Dependent Strand Annealing (SDSA)	DNA Repair	0.032569	RAD51B,RMI2	rs193778
R-HSA-5693554	Resolution of D-loop Structures through Synthesis-Dependent Strand Annealing (SDSA)	DNA Repair	0.032569	RAD51B,RMI2	rs416603
R-HSA-5693554	Resolution of D-loop Structures through Synthesis-Dependent Strand Annealing (SDSA)	DNA Repair	0.032569	RAD51B,RMI2	rs911263
R-HSA-8854691	Interleukin-20 family signaling	Immune System	0.032569	STAT4,TYK2	rs12720356
R-HSA-8854691	Interleukin-20 family signaling	Immune System	0.032569	STAT4,TYK2	rs2304256
R-HSA-8854691	Interleukin-20 family signaling	Immune System	0.032569	STAT4,TYK2	rs34536443
R-HSA-8854691	Interleukin-20 family signaling	Immune System	0.032569	STAT4,TYK2	rs7582694
R-HSA-912526	Interleukin receptor SHC signaling	Immune System	0.034927	IL2RA,IL2RB	rs12722495
R-HSA-912526	Interleukin receptor SHC signaling	Immune System	0.034927	IL2RA,IL2RB	rs61839660
R-HSA-912526	Interleukin receptor SHC signaling	Immune System	0.034927	IL2RA,IL2RB	rs706778
R-HSA-912526	Interleukin receptor SHC signaling	Immune System	0.034927	IL2RA,IL2RB	rs706779
R-HSA-912526	Interleukin receptor SHC signaling	Immune System	0.034927	IL2RA,IL2RB	rs743777
R-HSA-9614085	FOXO-mediated transcription	Gene expression (Transcription)	0.035585	INS,SMAD2,SMAD3	rs113114656
R-HSA-9614085	FOXO-mediated transcription	Gene expression (Transcription)	0.035585	INS,SMAD2,SMAD3	rs3842753
R-HSA-9614085	FOXO-mediated transcription	Gene expression (Transcription)	0.035585	INS,SMAD2,SMAD3	rs689
R-HSA-9614085	FOXO-mediated transcription	Gene expression (Transcription)	0.035585	INS,SMAD2,SMAD3	rs72743477
R-HSA-8863795	Downregulation of ERBB2 signaling	Signal Transduction	0.039834	ERBB3,ERBB4	rs11171739
R-HSA-8863795	Downregulation of ERBB2 signaling	Signal Transduction	0.039834	ERBB3,ERBB4	rs2292239
R-HSA-8863795	Downregulation of ERBB2 signaling	Signal Transduction	0.039834	ERBB3,ERBB4	rs7588550
R-HSA-112313	Neurotransmitter uptake and metabolism In glial cells	Neuronal System	0.043097	SLC1A2	rs11033048
R-HSA-210455	Astrocytic Glutamate-Glutamine Uptake And Metabolism	Neuronal System	0.043097	SLC1A2	rs11033048
R-HSA-9022535	Loss of phosphorylation of MECP2 at T308	Disease	0.043097	CAMK4	rs114378220
R-HSA-452723	Transcriptional regulation of pluripotent stem cells	Developmental Biology	0.044986	POU5F1,SMAD2	rs113114656
R-HSA-452723	Transcriptional regulation of pluripotent stem cells	Developmental Biology	0.044986	POU5F1,SMAD2	rs116763857
R-HSA-2173789	TGF-beta receptor signaling activates SMADs	Signal Transduction	0.047649	SMAD2,SMAD3	rs113114656
R-HSA-2173789	TGF-beta receptor signaling activates SMADs	Signal Transduction	0.047649	SMAD2,SMAD3	rs72743477
R-HSA-2173796	SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription	Signal Transduction;Gene expression (Transcription)	0.047649	SMAD2,SMAD3	rs113114656
R-HSA-2173796	SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription	Signal Transduction;Gene expression (Transcription)	0.047649	SMAD2,SMAD3	rs72743477
R-HSA-9022692	Regulation of MECP2 expression and activity	Gene expression (Transcription)	0.047649	AGO2,CAMK4	rs114378220
R-HSA-9022692	Regulation of MECP2 expression and activity	Gene expression (Transcription)	0.047649	AGO2,CAMK4	rs3802214
R-HSA-9006925	Intracellular signaling by second messengers	Signal Transduction	0.049363	ADCY7,AGO2,CAMK4,ERBB3,ERBB4,INS,PSMB2	rs11171739
R-HSA-9006925	Intracellular signaling by second messengers	Signal Transduction	0.049363	ADCY7,AGO2,CAMK4,ERBB3,ERBB4,INS,PSMB2	rs114378220
R-HSA-9006925	Intracellular signaling by second messengers	Signal Transduction	0.049363	ADCY7,AGO2,CAMK4,ERBB3,ERBB4,INS,PSMB2	rs2292239
R-HSA-9006925	Intracellular signaling by second messengers	Signal Transduction	0.049363	ADCY7,AGO2,CAMK4,ERBB3,ERBB4,INS,PSMB2	rs3802214
R-HSA-9006925	Intracellular signaling by second messengers	Signal Transduction	0.049363	ADCY7,AGO2,CAMK4,ERBB3,ERBB4,INS,PSMB2	rs3842753
R-HSA-9006925	Intracellular signaling by second messengers	Signal Transduction	0.049363	ADCY7,AGO2,CAMK4,ERBB3,ERBB4,INS,PSMB2	rs574384
R-HSA-9006925	Intracellular signaling by second messengers	Signal Transduction	0.049363	ADCY7,AGO2,CAMK4,ERBB3,ERBB4,INS,PSMB2	rs689
R-HSA-9006925	Intracellular signaling by second messengers	Signal Transduction	0.049363	ADCY7,AGO2,CAMK4,ERBB3,ERBB4,INS,PSMB2	rs7588550
R-HSA-9006925	Intracellular signaling by second messengers	Signal Transduction	0.049363	ADCY7,AGO2,CAMK4,ERBB3,ERBB4,INS,PSMB2	rs77150043
R-HSA-5693568	Resolution of D-loop Structures through Holliday Junction Intermediates	DNA Repair	0.050368	RAD51B,RMI2	rs193778
R-HSA-5693568	Resolution of D-loop Structures through Holliday Junction Intermediates	DNA Repair	0.050368	RAD51B,RMI2	rs416603
R-HSA-5693568	Resolution of D-loop Structures through Holliday Junction Intermediates	DNA Repair	0.050368	RAD51B,RMI2	rs911263
R-HSA-5693537	Resolution of D-Loop Structures	DNA Repair	0.053142	RAD51B,RMI2	rs193778
R-HSA-5693537	Resolution of D-Loop Structures	DNA Repair	0.053142	RAD51B,RMI2	rs416603
R-HSA-5693537	Resolution of D-Loop Structures	DNA Repair	0.053142	RAD51B,RMI2	rs911263
R-HSA-198933	Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	Immune System	0.053444	CD226,CLEC2D,HLA-A,HLA-B,KLRG1	rs1615504
R-HSA-198933	Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	Immune System	0.053444	CD226,CLEC2D,HLA-A,HLA-B,KLRG1	rs3764021
R-HSA-198933	Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	Immune System	0.053444	CD226,CLEC2D,HLA-A,HLA-B,KLRG1	rs7301381
R-HSA-198933	Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	Immune System	0.053444	CD226,CLEC2D,HLA-A,HLA-B,KLRG1	rs763361
R-HSA-198933	Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	Immune System	0.053444	CD226,CLEC2D,HLA-A,HLA-B,KLRG1	rs9260151
R-HSA-198933	Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	Immune System	0.053444	CD226,CLEC2D,HLA-A,HLA-B,KLRG1	rs9264758
R-HSA-1169092	Activation of RAS in B cells	Immune System	0.053580	RASGRP1	rs72727394
R-HSA-1169092	Activation of RAS in B cells	Immune System	0.053580	RASGRP1	rs8035957
R-HSA-1306955	GRB7 events in ERBB2 signaling	Signal Transduction	0.053580	ERBB3	rs11171739
R-HSA-1306955	GRB7 events in ERBB2 signaling	Signal Transduction	0.053580	ERBB3	rs2292239
